elevation_m,slope_deg,dist_to_river_m,drainage_density,impervious_surface_ratio,rainfall_1h_mm,flood_occurred
53.47,1.982,3159.91,0.801,0.4548,6.906,0
67.31,0.368,7073.8,0.607,0.4387,31.241,0
61.28,1.255,5526.76,0.427,0.2843,5.073,0
68.3,1.407,7048.72,1.32,0.4553,18.739,0
43.79,0.872,410.83,1.807,0.6111,3.484,0
67.96,2.706,7261.18,1.172,0.1639,35.337,0
42.88,2.541,805.01,1.014,0.4044,19.283,0
43.57,2.652,858.57,1.648,0.2484,2.137,0
65.27,2.355,6269.64,2.099,0.8021,5.222,0
67.76,0.819,7530.34,0.445,0.7147,7.189,0
57.99,0.813,5008.34,1.046,0.251,3.466,0
72.14,1.343,8247.36,0.709,0.5626,12.133,0
54.36,1.302,3247.52,1.565,0.8243,38.08,0
69.57,1.144,7970.57,1.631,0.725,0.383,0
68.96,1.922,8221.16,2.082,0.6335,27.989,0
47.98,1.637,2113.28,0.819,0.8209,8.114,0
67.97,2.43,6922.9,0.977,0.7869,8.985,0
72.78,0.864,8315.14,0.381,0.7259,4.833,0
50.6,1.842,1867.25,1.959,0.6867,9.385,0
41.65,2.453,384.61,1.846,0.8083,11.465,0
55.53,2.48,3568.88,1.84,0.7271,21.581,0
55.63,1.115,4353.21,1.404,0.7194,24.095,0
56.06,1.868,3907.4,1.46,0.7037,2.633,0
54.2,1.834,3465.56,0.827,0.2076,3.092,0
59.75,2.184,4437.47,1.894,0.63,28.32,0
51.31,1.444,2782.95,1.67,0.3325,20.935,0
66.9,1.278,7044.86,0.564,0.7635,52.128,0
67.59,0.784,7528.47,2.096,0.7962,18.749,0
63.48,0.715,5363.67,1.603,0.2681,9.226,0
53.17,0.876,3702.79,0.378,0.4075,52.957,0
45.55,2.592,1085.74,1.107,0.6215,2.271,0
62.07,0.695,6093.94,1.924,0.6975,6.113,0
58.49,1.76,4251.01,2.19,0.3481,20.352,0
56.37,1.262,3613.98,0.492,0.3531,5.464,0
61.47,1.979,5288.51,1.116,0.1572,2.573,0
51.22,2.002,2815.27,1.574,0.6493,22.186,0
63.97,0.353,6283.27,0.866,0.3144,42.992,0
72.19,2.642,8472.61,2.134,0.5688,24.827,0
43.65,0.987,482.3,0.989,0.4096,61.989,1
60.47,1.709,4800.31,0.721,0.5026,47.951,0
68.87,1.579,7474.33,0.484,0.2318,0.813,0
46.88,2.466,1174.12,1.87,0.6735,46.924,0
51.85,2.18,2476.57,0.728,0.3691,40.174,0
50.47,2.786,2750.56,1.727,0.2559,34.516,0
61.8,0.586,5622.32,0.66,0.1751,5.425,0
62.73,1.335,6030.09,2.19,0.799,0.75,0
52.48,1.482,3094.77,1.892,0.7568,2.376,0
43.76,2.457,886.05,0.561,0.2678,12.794,0
51.6,1.717,2391.45,2.143,0.5182,15.224,0
53.58,0.4,3597.92,1.737,0.6238,39.305,0
42.35,1.225,318.08,1.381,0.8159,32.65,1
45.22,0.411,1391.71,1.861,0.6117,10.894,0
70.33,2.721,8123.69,1.512,0.8156,7.073,0
63.79,2.109,6244.98,2.115,0.5484,4.274,0
43.12,0.344,508.93,0.341,0.8163,8.645,0
53.24,0.663,3450.41,2.13,0.7559,1.682,0
68.49,0.941,7259.7,1.705,0.6078,2.313,0
58.56,1.324,4223.1,1.813,0.3671,20.791,0
45.06,1.533,1202.81,1.179,0.7698,11.648,0
56.95,1.3,4829.68,1.713,0.7177,17.128,0
54.8,1.089,3746.49,1.127,0.307,20.864,0
47.06,1.488,1402.59,1.459,0.5173,6.183,0
56.35,0.586,3773.79,0.456,0.782,33.16,0
56.98,0.968,4493.97,0.295,0.2036,0.831,0
45.04,1.918,1004.11,1.337,0.3274,5.295,0
45.0,1.509,786.86,0.428,0.6131,3.562,0
47.32,2.48,1630.55,0.795,0.561,10.925,0
62.37,1.822,5730.18,0.73,0.8267,36.911,0
48.64,1.771,1672.41,1.943,0.2244,13.759,0
44.35,0.503,149.12,0.543,0.484,21.186,0
69.48,1.465,7397.76,1.437,0.8317,8.054,0
61.81,1.995,5759.95,0.99,0.3619,2.405,0
42.92,2.723,216.56,1.918,0.2965,18.826,0
61.59,1.333,5557.81,1.452,0.703,3.813,0
49.87,0.257,2627.71,0.532,0.2567,21.828,0
71.0,1.426,8196.48,1.92,0.5597,4.047,0
59.29,0.22,4883.22,1.461,0.6492,69.96,0
66.96,2.116,7228.38,1.392,0.538,6.184,0
55.08,1.79,4194.97,1.557,0.7217,12.046,0
63.49,1.574,6100.04,1.044,0.3711,1.181,0
67.42,1.486,7600.17,2.078,0.3927,21.523,0
43.64,0.949,274.78,0.584,0.3907,4.754,0
49.73,1.765,1945.5,1.885,0.6099,2.531,0
50.39,2.05,2564.51,2.12,0.7332,20.126,0
64.56,2.396,6270.51,1.444,0.3477,24.9,0
59.9,0.536,5703.27,0.599,0.574,1.915,0
55.6,0.745,3594.27,0.294,0.1627,38.301,0
52.81,0.612,3099.17,1.856,0.7761,0.585,0
42.71,0.514,634.79,0.648,0.3305,7.488,0
53.5,0.321,3084.02,1.955,0.3372,2.95,0
60.86,2.037,5897.14,2.053,0.4565,10.996,0
66.92,0.488,7169.41,0.412,0.5774,27.432,0
70.36,0.474,8058.02,1.46,0.7596,43.541,0
46.65,0.96,1419.07,1.083,0.5041,23.739,0
44.62,0.558,934.07,1.897,0.4574,9.674,0
64.1,0.838,6559.88,1.818,0.3889,12.658,0
43.46,1.138,815.96,1.53,0.2561,25.208,0
56.19,0.793,3642.47,1.804,0.4394,9.476,0
57.12,1.141,3953.53,0.26,0.2519,0.18,0
64.35,2.653,6872.47,0.37,0.3704,72.258,0
49.06,1.916,1480.33,1.483,0.7818,1.072,0
61.68,2.055,5405.5,1.521,0.5138,6.311,0
53.53,0.991,3476.82,1.685,0.7865,0.143,0
49.19,1.572,2450.16,2.041,0.6402,10.637,0
46.35,1.895,1823.12,1.595,0.7714,27.383,0
53.66,0.713,3497.85,0.803,0.1759,7.33,0
63.63,2.779,6190.83,0.768,0.215,14.445,0
57.06,2.168,4479.22,0.52,0.1695,28.666,0
59.88,2.089,5077.03,2.174,0.2273,1.113,0
55.38,1.83,3233.02,0.909,0.1834,18.946,0
45.44,1.378,1147.9,2.166,0.7138,81.178,1
60.85,2.525,4851.02,1.455,0.5233,16.294,0
52.2,2.059,3042.83,1.545,0.65,13.199,0
51.68,1.052,2180.12,1.365,0.726,8.069,0
44.69,0.413,923.1,0.324,0.772,11.641,0
53.28,1.16,3847.78,1.253,0.5618,13.172,0
53.84,1.301,3416.17,1.08,0.8017,12.104,0
72.37,2.342,8275.49,0.489,0.239,22.353,0
45.48,0.507,1186.84,0.625,0.4813,24.703,0
67.81,1.16,8030.18,2.104,0.5711,9.455,0
45.59,0.599,1115.28,0.943,0.8437,6.504,0
56.49,2.257,4181.77,0.484,0.5627,0.898,0
69.28,2.33,7611.72,1.178,0.2356,7.717,0
67.4,1.286,7411.58,1.346,0.546,41.498,0
63.43,1.775,6663.33,1.724,0.5033,11.123,0
55.87,1.368,3879.41,1.933,0.3777,28.953,0
61.15,1.228,5681.82,1.282,0.8207,39.738,0
64.46,1.879,6281.67,1.932,0.645,15.275,0
65.35,0.522,6787.73,1.319,0.2847,17.355,0
57.82,0.337,4945.59,1.34,0.2826,11.627,0
70.77,0.667,7633.66,0.238,0.7007,5.066,0
65.03,2.508,6027.19,1.088,0.7148,16.804,0
56.46,0.26,3475.1,1.074,0.4405,35.345,0
52.35,0.869,2766.01,0.429,0.2195,3.314,0
46.57,0.998,1309.89,1.015,0.2684,17.157,0
52.43,0.271,2832.44,0.317,0.423,6.943,0
53.96,2.352,3567.71,0.442,0.2918,25.108,0
60.62,1.482,5022.64,1.705,0.4195,2.201,0
42.94,1.459,609.31,1.015,0.3136,39.113,0
50.53,2.705,2360.94,1.55,0.3224,14.562,0
65.02,0.418,6695.8,1.472,0.2924,61.907,0
54.48,2.762,3235.76,1.764,0.5263,9.922,0
69.1,1.408,7756.54,1.859,0.3525,64.413,0
42.38,2.627,104.56,1.164,0.5685,32.929,1
52.52,1.721,3293.29,1.221,0.1818,24.191,0
60.27,0.982,4829.89,0.991,0.2361,2.707,0
58.48,1.787,4774.42,2.115,0.3728,20.628,0
53.68,0.88,2978.14,1.705,0.4669,5.081,0
70.53,1.759,8357.38,0.232,0.6343,18.715,0
43.53,1.439,117.2,2.003,0.6209,9.594,0
68.08,1.599,7620.25,1.775,0.6044,1.452,0
41.31,2.363,359.96,1.543,0.6206,7.837,0
66.77,0.661,6927.36,1.736,0.6379,0.152,0
54.95,2.634,3986.62,1.089,0.3051,0.36,0
51.61,0.434,2461.53,1.427,0.3622,22.773,0
48.7,1.484,2067.77,0.926,0.3465,42.277,0
63.34,2.335,6038.53,0.992,0.7589,15.154,0
57.64,1.635,4249.7,1.52,0.546,20.644,0
59.54,0.369,4847.18,0.719,0.5489,4.657,0
57.98,2.234,4493.87,0.584,0.6246,86.801,0
61.83,1.656,5921.08,1.108,0.8065,18.438,0
69.89,0.335,8021.82,2.078,0.4528,95.757,0
49.84,1.14,2401.9,1.718,0.7687,4.578,0
49.3,1.292,2434.64,1.098,0.1536,3.896,0
44.51,2.117,787.19,2.156,0.4467,1.392,0
49.58,0.628,2199.87,0.822,0.5882,1.831,0
57.03,1.828,4131.72,0.869,0.3253,2.054,0
47.86,1.086,2102.22,0.309,0.3835,28.448,0
70.36,2.187,8025.8,1.451,0.5553,1.609,0
42.49,0.287,609.77,0.827,0.7434,1.21,0
47.23,0.984,1171.3,1.452,0.1961,20.373,0
58.16,0.967,4797.77,0.963,0.2171,25.095,0
47.78,0.228,2058.14,0.968,0.7066,38.155,0
59.52,1.083,5301.54,2.075,0.6981,10.895,0
52.2,1.747,2856.83,0.335,0.7026,3.873,0
59.72,1.857,4914.98,0.713,0.4447,23.213,0
55.51,0.357,3834.84,0.823,0.4551,57.824,0
66.67,1.009,6436.74,1.97,0.6928,2.871,0
50.79,0.221,2692.87,1.373,0.6248,1.062,0
58.22,2.371,4359.71,1.917,0.4454,3.914,0
50.01,1.088,1783.12,1.536,0.6363,72.236,0
58.84,1.061,5138.0,1.357,0.8241,17.233,0
55.35,2.252,3617.04,0.284,0.3036,0.067,0
50.03,0.799,1973.41,1.448,0.3173,23.876,0
69.39,0.734,8101.74,0.568,0.8429,8.113,0
46.23,0.278,719.34,0.43,0.3534,3.891,0
59.6,0.277,5019.77,0.596,0.2719,38.991,0
63.13,1.084,6138.23,1.309,0.275,0.391,0
67.34,1.961,7180.2,0.958,0.7012,2.117,0
69.74,0.993,7963.36,0.68,0.7166,19.467,0
74.16,2.492,8005.76,1.957,0.1958,2.808,0
68.92,2.267,7862.91,0.583,0.4147,8.439,0
60.87,0.32,5136.21,1.432,0.2824,13.801,0
65.43,1.052,6732.54,0.307,0.7069,37.123,0
69.83,0.744,7252.62,0.363,0.4795,19.605,0
43.76,1.522,644.93,1.703,0.6016,12.809,0
55.98,1.172,4288.14,1.589,0.651,12.29,0
50.47,1.242,2354.02,2.042,0.5588,0.671,0
49.5,1.229,1944.02,0.812,0.7721,15.249,0
72.14,1.173,7958.19,1.301,0.244,1.58,0
54.47,1.41,3833.84,1.442,0.4483,11.345,0
55.65,2.292,3535.2,0.834,0.4177,3.563,0
48.53,0.414,2063.84,1.885,0.509,18.573,0
64.56,2.609,6701.34,0.397,0.1999,0.703,0
48.59,0.987,1782.58,1.831,0.6285,5.775,0
64.11,2.795,6027.4,2.197,0.6767,24.235,0
70.19,2.338,7764.01,1.766,0.4327,9.368,0
59.45,1.904,4971.61,1.144,0.5089,25.775,0
46.05,2.148,1353.96,1.149,0.5111,27.75,0
65.14,2.079,6464.02,1.123,0.7043,6.76,0
48.11,0.745,1677.91,1.1,0.5409,8.451,0
57.49,0.534,4951.07,2.087,0.1568,29.931,0
66.21,1.983,7108.11,1.007,0.6951,13.884,0
52.99,0.26,2839.07,1.771,0.7955,3.004,0
69.54,1.768,8102.16,1.416,0.7569,70.572,0
49.83,1.216,1815.32,1.269,0.2818,2.07,0
56.66,0.442,4883.93,0.409,0.537,0.587,0
63.37,1.47,5887.81,0.573,0.1986,59.34,0
50.88,0.382,2484.07,0.315,0.513,3.394,0
69.38,1.268,7321.54,0.514,0.2275,13.839,0
59.13,2.451,4117.31,0.46,0.294,10.188,0
64.47,1.434,6061.24,1.407,0.8074,15.939,0
56.74,0.219,4320.79,0.485,0.1948,9.172,0
65.21,1.567,6883.55,2.021,0.7655,11.098,0
59.21,2.491,4939.52,1.113,0.6402,22.384,0
50.11,1.794,2598.57,1.82,0.2726,5.158,0
68.67,2.568,7659.7,0.567,0.548,9.002,0
68.83,0.823,8043.77,1.941,0.3416,17.804,0
52.54,2.078,2551.87,0.635,0.4954,87.809,0
57.67,2.788,4743.72,0.353,0.2237,26.185,0
51.06,1.516,2838.51,1.124,0.2012,21.344,0
64.67,1.191,6397.78,1.692,0.749,9.095,0
44.68,1.05,190.19,1.697,0.4893,1.272,0
60.24,0.83,4706.8,2.1,0.2482,30.909,0
67.2,0.461,7169.13,0.788,0.5243,8.922,0
44.83,2.185,751.72,1.555,0.2574,7.979,0
50.48,0.762,1920.05,1.593,0.7356,30.037,0
61.58,2.063,5484.5,1.994,0.4234,6.635,0
45.95,2.194,540.29,2.058,0.4123,4.905,0
45.1,1.296,867.65,2.179,0.386,3.841,0
62.47,2.272,5719.18,1.861,0.2675,3.29,0
57.01,0.48,3591.71,0.854,0.5434,3.783,0
45.7,0.514,1839.8,0.628,0.3996,3.433,0
53.44,1.022,3477.97,0.978,0.4711,1.229,0
65.64,0.375,6946.71,0.637,0.3611,16.442,0
70.32,0.465,8358.06,1.272,0.8434,34.204,0
48.96,2.752,1540.26,1.593,0.6245,64.597,0
62.33,1.063,5927.25,1.471,0.7688,6.888,0
66.31,1.782,7253.06,1.37,0.4177,18.419,0
49.3,1.727,2052.37,2.177,0.3128,17.244,0
68.01,2.169,7632.95,1.44,0.1919,8.446,0
52.9,0.594,2591.56,0.609,0.1765,46.247,0
61.79,1.055,5123.83,0.756,0.6005,25.725,0
57.01,2.742,4475.33,1.496,0.3519,0.432,0
66.81,1.602,7214.25,2.013,0.6155,5.138,0
63.34,2.071,5873.74,1.416,0.417,6.985,0
57.78,0.382,3815.83,0.585,0.5941,2.747,0
48.45,0.439,1815.45,1.385,0.7319,48.339,0
51.0,1.01,2085.01,1.643,0.3214,3.494,0
50.58,0.942,2191.34,1.097,0.5949,5.711,0
68.14,1.235,6662.83,0.536,0.459,12.668,0
65.51,2.177,6273.4,1.839,0.7055,0.36,0
54.79,2.596,3303.92,1.39,0.257,23.346,0
48.31,1.405,2261.25,1.107,0.4126,16.766,0
45.35,0.602,704.29,0.579,0.159,12.502,0
64.7,1.478,6192.9,2.051,0.8082,63.416,0
51.61,1.73,3234.42,1.018,0.1772,45.828,0
53.78,1.671,3332.54,0.588,0.4554,5.305,0
68.95,1.47,7769.92,1.577,0.6375,18.943,0
68.18,2.113,7882.76,0.685,0.1742,30.192,0
60.07,1.878,5400.0,0.723,0.4688,20.57,0
48.17,1.766,2236.02,2.104,0.7391,0.223,0
63.37,1.234,6576.17,1.372,0.7807,13.157,0
45.79,1.3,1686.12,1.859,0.327,6.477,0
70.16,1.001,8228.54,1.023,0.7635,23.412,0
43.97,1.854,846.54,1.753,0.3911,2.772,0
65.46,1.001,6389.33,2.174,0.7215,0.028,0
43.89,2.01,686.67,1.25,0.6082,23.772,0
46.05,0.715,1533.33,0.564,0.8139,10.783,0
67.62,0.683,6940.71,0.318,0.2779,25.626,0
50.98,1.83,2278.56,1.449,0.7579,3.27,0
50.26,1.182,2562.25,0.754,0.3895,15.859,0
56.14,0.359,4114.34,1.704,0.1551,15.72,0
70.9,0.452,8396.0,1.245,0.1551,16.628,0
71.56,1.43,8389.93,0.874,0.4506,8.339,0
65.74,2.799,7577.28,1.834,0.8087,19.689,0
54.53,1.059,3278.86,0.4,0.4698,21.57,0
64.07,2.509,6191.85,0.478,0.5713,36.587,0
49.88,1.158,2447.53,1.437,0.6112,11.605,0
52.4,0.689,3570.26,2.172,0.8203,30.143,0
42.6,2.3,239.69,0.851,0.461,16.8,0
54.4,1.793,3461.39,0.363,0.4495,48.252,0
72.08,2.554,7919.09,1.669,0.3557,3.906,0
46.36,1.552,1302.56,1.344,0.7498,12.644,0
46.4,1.95,1174.04,1.297,0.7624,3.312,0
54.5,0.501,3848.81,1.525,0.3186,4.28,0
64.22,1.331,6427.32,1.632,0.2622,47.603,0
68.45,2.192,7682.25,0.641,0.3303,11.643,0
69.2,1.59,7639.09,1.651,0.2133,21.185,0
68.44,2.623,7424.3,1.733,0.5705,18.59,0
53.04,1.192,3266.89,1.484,0.5433,34.901,0
64.2,0.781,6890.96,0.431,0.2114,1.681,0
65.95,0.502,6320.88,0.935,0.7473,55.451,0
58.55,0.204,4946.1,0.324,0.5249,33.806,0
70.67,1.966,8330.74,1.793,0.5138,16.566,0
49.92,1.228,1965.99,1.277,0.4724,2.813,0
70.81,1.385,8020.28,1.403,0.2521,19.704,0
64.7,2.028,6830.85,1.398,0.3662,83.507,0
47.86,1.444,1137.1,1.857,0.4965,21.922,0
53.39,2.751,3264.35,0.866,0.7295,4.257,0
64.58,0.337,6254.33,1.931,0.2753,12.032,0
52.14,2.759,3391.19,1.519,0.744,84.916,0
57.52,2.775,4702.72,1.715,0.4237,13.508,0
52.21,2.011,2477.53,0.59,0.7494,9.009,0
46.22,2.293,1199.57,1.9,0.6467,11.009,0
45.58,0.558,1475.03,1.592,0.3538,2.816,0
48.74,0.224,1932.35,1.652,0.553,20.415,0
69.45,0.584,8403.27,2.101,0.449,33.174,0
72.25,0.667,7878.28,0.305,0.8362,18.902,0
61.64,2.721,5084.5,1.454,0.4328,0.623,0
47.6,2.682,2123.19,1.506,0.4128,21.186,0
65.86,1.912,6780.73,1.755,0.7554,18.913,0
49.79,0.512,2411.81,0.365,0.4925,19.89,0
56.39,0.26,4381.89,1.346,0.5508,5.757,0
64.47,1.459,6361.02,1.489,0.4536,15.251,0
44.54,0.365,935.31,2.018,0.7067,3.68,0
67.77,1.595,6928.09,1.824,0.492,13.17,0
59.73,2.056,5011.66,1.78,0.2369,25.17,0
71.35,1.758,8211.72,0.56,0.5383,29.016,0
45.51,0.535,1133.58,0.612,0.2628,14.88,0
70.66,1.516,7252.18,0.927,0.5311,9.9,0
70.87,0.2,8039.92,0.801,0.8124,13.191,0
64.66,1.7,6675.54,1.59,0.5159,76.862,0
51.61,1.599,3057.78,0.62,0.2193,30.843,0
49.71,2.365,2091.64,2.115,0.5715,4.381,0
53.84,0.534,3116.15,1.445,0.2021,5.298,0
54.57,0.416,3306.97,0.708,0.4477,21.345,0
57.42,0.383,4601.6,1.665,0.8468,21.481,0
46.79,2.333,1718.07,1.41,0.4438,2.999,0
72.79,1.327,8436.57,0.252,0.5725,1.453,0
47.18,0.371,1146.82,1.48,0.404,7.303,0
51.35,2.459,2395.33,0.652,0.1569,8.522,0
70.42,2.607,8237.7,0.551,0.6598,6.589,0
66.89,1.473,6999.28,1.258,0.6403,36.098,0
56.57,0.644,4732.95,2.093,0.4227,7.621,0
62.55,2.717,6326.9,1.263,0.5662,34.104,0
56.49,1.535,4105.64,0.511,0.2385,8.57,0
64.09,0.337,6277.55,1.651,0.8321,22.127,0
48.22,0.676,2192.54,2.172,0.7089,12.557,0
49.27,1.312,2416.91,2.083,0.767,30.278,0
53.15,1.257,2663.57,0.825,0.2131,1.491,0
61.54,2.657,6231.61,0.53,0.1902,24.485,0
56.2,2.702,4754.94,1.048,0.5061,23.621,0
56.56,1.539,4129.11,2.196,0.7717,21.545,0
52.31,2.139,3505.96,1.628,0.6418,24.929,0
47.77,2.121,2151.5,2.102,0.7264,38.215,0
56.61,2.708,4536.14,1.549,0.7674,13.344,0
47.93,0.395,1990.58,1.879,0.5096,54.84,0
53.94,0.494,3650.87,2.028,0.3248,13.943,0
65.68,0.506,6537.88,0.798,0.3555,4.313,0
63.28,0.993,6299.42,2.066,0.6001,31.448,0
43.04,1.404,397.6,1.435,0.4918,7.914,0
59.92,0.213,5270.45,1.98,0.2803,7.88,0
46.32,1.479,951.24,0.369,0.51,3.004,0
45.3,1.907,1140.28,0.652,0.4268,6.402,0
55.0,0.674,3698.07,1.823,0.2261,10.391,0
67.62,1.328,7150.6,0.918,0.7594,3.982,0
48.88,0.305,1692.36,0.989,0.6707,41.627,0
47.5,1.93,1446.63,0.732,0.4448,14.378,0
67.17,2.057,6818.49,0.85,0.6851,38.432,0
59.15,1.211,4315.61,0.419,0.2255,0.385,0
45.86,1.5,1406.55,1.735,0.3156,20.415,0
54.35,1.329,2973.98,0.779,0.4902,25.756,0
49.34,0.596,2181.08,1.222,0.3246,26.2,0
68.66,2.334,7359.0,0.597,0.6445,29.889,0
62.93,1.506,5989.62,0.562,0.8448,16.101,0
61.09,0.3,5429.61,2.181,0.8004,10.002,0
61.11,0.436,5278.33,0.302,0.4351,6.587,0
61.1,1.446,5419.8,1.22,0.6007,6.531,0
51.34,0.929,2361.67,0.902,0.4427,6.938,0
44.13,2.136,499.47,0.624,0.4804,43.042,0
45.41,0.681,946.4,2.097,0.4045,6.533,0
46.71,2.441,913.85,0.862,0.6689,8.072,0
65.38,1.575,6641.99,0.943,0.6052,4.244,0
54.12,2.131,3326.01,0.441,0.5606,43.784,0
61.17,0.695,5596.58,1.609,0.7979,1.401,0
57.36,2.773,4691.26,0.604,0.6545,0.806,0
49.6,1.631,1710.34,0.705,0.764,34.566,0
71.53,1.366,7717.24,1.635,0.7876,1.262,0
54.27,2.621,3619.63,1.208,0.1653,16.455,0
63.09,1.672,5952.33,1.789,0.6357,24.297,0
54.3,1.98,3438.95,1.941,0.8301,3.257,0
62.86,1.242,6406.11,0.743,0.2788,3.138,0
50.14,2.011,1929.58,1.958,0.7035,10.94,0
62.15,0.773,6045.13,1.617,0.5365,3.378,0
43.53,0.819,483.14,0.278,0.2537,38.713,0
69.34,1.87,7888.88,0.698,0.7264,13.767,0
44.5,1.103,111.76,1.41,0.4084,1.564,0
61.26,1.262,6025.88,1.423,0.3772,1.061,0
65.75,2.342,6953.75,0.639,0.8257,3.501,0
67.68,2.223,8261.48,1.761,0.2245,24.651,0
52.8,1.9,3308.64,1.94,0.594,14.408,0
66.54,1.712,6961.52,1.815,0.677,3.045,0
50.1,2.088,2046.47,0.937,0.7815,1.771,0
48.64,0.691,1624.71,1.181,0.6606,18.772,0
45.16,0.624,276.8,0.555,0.4259,16.849,0
45.2,2.564,683.41,2.141,0.2202,13.467,0
64.11,2.301,6204.82,1.407,0.4145,0.377,0
66.8,0.314,7043.12,0.697,0.2085,2.77,0
59.08,0.235,5370.03,2.133,0.8203,2.024,0
63.0,0.726,6283.5,1.161,0.544,10.576,0
48.75,1.063,1470.41,0.509,0.1891,21.2,0
62.4,0.467,5370.88,0.793,0.5081,32.595,0
48.08,2.572,1291.41,0.248,0.449,2.87,0
61.99,1.2,5605.06,1.968,0.7259,2.146,0
49.77,0.486,1524.3,0.403,0.8191,7.958,0
62.45,2.592,5271.85,1.991,0.5732,3.53,0
59.79,1.759,4556.04,1.559,0.2552,19.808,0
51.67,0.47,2633.14,2.032,0.6132,48.623,0
65.17,2.049,6910.04,0.353,0.1515,48.681,0
46.13,1.216,1348.6,1.643,0.6999,11.716,0
43.45,1.702,665.43,2.119,0.3449,1.706,0
72.09,1.03,8456.08,1.048,0.6354,9.618,0
66.76,1.067,6765.41,1.804,0.6078,5.08,0
53.18,1.584,3616.74,1.843,0.4192,15.656,0
54.78,1.702,3643.46,1.587,0.6738,21.858,0
53.1,0.245,2075.62,1.317,0.8203,45.668,0
44.17,1.108,600.45,1.898,0.7567,30.768,0
52.47,2.727,2575.46,2.026,0.3197,31.666,0
45.84,0.558,569.27,2.124,0.6428,8.531,0
44.25,2.024,321.31,1.525,0.2016,32.7,0
67.69,0.278,7412.01,0.93,0.2053,1.444,0
59.35,0.674,4881.14,1.687,0.6737,21.586,0
50.53,1.27,2615.86,0.875,0.697,21.389,0
52.16,0.284,2508.86,1.702,0.5023,0.197,0
68.89,1.968,7094.51,1.952,0.5379,31.844,0
67.49,1.302,7820.86,0.514,0.8312,13.268,0
71.08,0.525,8314.58,0.624,0.5833,4.447,0
47.71,2.388,1643.03,1.833,0.4779,6.763,0
59.69,2.351,5491.88,0.53,0.7123,18.725,0
48.45,1.768,1735.74,1.893,0.1696,5.968,0
58.58,0.37,4649.17,1.394,0.6796,6.656,0
58.37,0.9,4734.21,2.153,0.5454,14.931,0
65.35,0.319,6737.9,0.829,0.8105,0.153,0
52.59,0.707,3095.85,1.704,0.658,65.591,0
64.19,0.453,6002.32,1.015,0.669,1.917,0
67.03,1.193,6882.95,1.373,0.7464,6.168,0
48.1,1.404,1372.92,1.97,0.2153,22.815,0
68.97,2.199,7528.98,0.522,0.8246,13.073,0
62.14,1.894,6221.25,2.06,0.389,27.698,0
50.81,1.32,2947.77,1.981,0.6919,8.828,0
50.31,1.787,1854.09,0.35,0.2567,17.789,0
57.2,2.463,4279.19,1.294,0.8283,27.373,0
44.29,0.445,832.21,0.827,0.8038,3.17,0
50.25,0.666,2452.99,1.744,0.3306,11.539,0
50.27,2.479,2250.62,1.501,0.2483,2.382,0
61.37,1.242,4877.36,1.914,0.792,2.486,0
53.72,2.397,3180.55,2.104,0.4116,20.634,0
57.03,1.975,4349.92,1.441,0.6007,24.32,0
51.99,2.335,2156.46,0.216,0.7471,6.182,0
46.62,1.209,1428.93,1.125,0.2155,11.288,0
61.52,2.54,5496.87,1.13,0.2101,23.687,0
71.14,0.719,7806.67,0.857,0.3721,101.475,0
55.69,2.026,4184.88,1.152,0.3449,0.703,0
45.24,1.032,1408.23,0.263,0.5708,8.613,0
70.2,1.14,7966.26,1.06,0.4814,1.001,0
69.61,0.902,7391.37,1.471,0.2085,1.292,0
53.73,0.976,3502.58,1.624,0.7599,13.392,0
61.9,0.44,5725.01,2.003,0.3894,25.183,0
49.44,1.108,1482.08,1.038,0.4828,21.014,0
46.71,2.002,1449.79,0.978,0.157,27.507,0
58.84,0.402,5115.88,1.536,0.5816,7.041,0
73.18,2.115,8385.49,0.833,0.2554,11.047,0
45.95,2.447,1338.89,0.427,0.829,9.387,0
58.97,2.365,4473.81,0.451,0.4645,62.795,0
45.25,0.768,918.55,2.158,0.4441,14.217,0
46.44,2.676,1495.25,2.143,0.5538,0.261,0
67.05,0.242,6935.75,1.993,0.5015,36.416,0
62.12,1.267,5974.26,0.904,0.5297,13.331,0
63.78,0.495,6526.68,0.552,0.4499,3.504,0
58.71,2.397,5097.09,1.577,0.4562,5.994,0
60.28,2.605,5311.16,1.914,0.8468,29.513,0
44.42,1.269,972.02,1.193,0.6762,47.168,0
43.94,1.355,937.5,1.362,0.1728,6.162,0
54.94,1.191,3633.38,0.591,0.4787,2.392,0
72.1,2.576,8227.98,1.026,0.7243,21.903,0
65.3,0.782,6325.69,0.767,0.7657,5.53,0
67.06,2.267,7143.27,1.029,0.3191,41.48,0
55.23,1.173,3582.28,1.833,0.724,16.491,0
52.27,2.694,2914.76,2.186,0.3193,65.344,0
46.63,2.283,1718.35,1.356,0.2402,18.204,0
69.31,0.652,8309.79,2.008,0.5121,10.353,0
45.73,1.842,936.45,1.769,0.7401,17.767,0
48.65,1.638,2285.93,2.097,0.2926,1.762,0
54.1,0.272,3774.34,1.615,0.7944,1.477,0
52.43,2.13,3312.2,0.461,0.4676,17.97,0
53.04,0.972,3108.22,1.271,0.3217,27.257,0
68.02,2.203,6702.8,1.519,0.3425,49.194,0
59.78,0.469,5370.48,1.118,0.5671,2.039,0
49.45,2.526,2472.69,0.386,0.496,8.073,0
65.92,0.257,7141.85,0.347,0.8215,1.429,0
